card,L1_대분류,L2_중분류,process_uid,process_id,process_name,step_no,row_id,기능,시스템,담당자,상태,근거,cross,귀속
t62,프로모션,쿠폰,t62-P19,P19,쿠폰 기획·발행·소진(운영자),4,STD-PRM-001,신규회원 쿠폰 자동발행,샵바이,최숙진,미착수,print-kb/wiki/policy/coupon.md#CPN-01 · L4 사유: 돈 걸림(F-156). 자동발행 트리거 L2 무근거.,,담당
t62,프로모션,쿠폰,t62-P19,P19,쿠폰 기획·발행·소진(운영자),5,STD-PRM-003,재구매 쿠폰 발행,샵바이,최숙진,미착수,print-kb/wiki/policy/coupon.md#CPN-03 · L4 사유: new — 재구매 쿠폰 미수록. 근거 print-kb/coupon.md#CPN-03(오염 아님).,,담당
t62,프로모션,쿠폰,t62-P19,P19,쿠폰 기획·발행·소진(운영자),6,STD-PRM-004,회원등급(VIP) 쿠폰 발행,샵바이,최숙진,미착수,print-kb/wiki/policy/coupon.md#CPN-04 · L4 사유: 회원등급(STD-MEM-018) 종속. 돈 걸림.,P06 회원등급 · STD-PRM-001 → P01 가입,담당
t62,프로모션,쿠폰(원장전용),t62-P19,P19,쿠폰 기획·발행·소진(운영자),7,STD-PRM-018,[구IA#76] 쿠폰관리 (발행/매칭/사용내역),운영자,최숙진,미실측,IA No.76 쿠폰관리 · 샵바이 쿠폰(R1d),,담당
t62,프로모션,쿠폰(원장전용),t62-P19,P19,쿠폰 기획·발행·소진(운영자),8,STD-PRM-019,[구IA#77] 쿠폰등록내역,운영자,최숙진,미실측,IA No.77 쿠폰등록내역 · 샵바이(R1d),,담당
t62,프로모션,쿠폰(원장전용),t62-P19,P19,쿠폰 기획·발행·소진(운영자),9,STD-PRM-020,[구IA#78] 쿠폰사용내역,운영자,최숙진,미실측,IA No.78 쿠폰사용내역 · 샵바이(R1d),,담당
t62,프로모션,쿠폰,t62-P19,P19,쿠폰 기획·발행·소진(운영자),10,STD-ADC-006,쿠폰 등록·사용 내역 조회,운영자(셀러어드민),최숙진,작동,https://service.shopby.co.kr/promotion/coupon/list@2026-09-16,,담당
t62,프로모션,기획전,t62-P20,P20,기획전·배너 운영,1,STD-PRM-010,기획전/할인 이벤트 페이지,huni-mall → 샵바이,김동학,미착수,SB-001 partial — huni-skin-shopby/src/lib/legacy-data/hooks.ts:352-360 (프로모 데이터원 legacy mock 빈배열),t63 상품·카탈로그(기획전 상품 리스팅),담당
t62,프로모션,콘텐츠,t62-P20,P20,기획전·배너 운영,2,STD-ADC-013,메인/기획전 배너 관리,운영자(셀러어드민),김동학,미착수,print-quote/04_design/ia.md §2.1 메인 · L4 사유: 메인 배너·BEST 큐레이션의 데이터원이 legacy mock 빈배열/정적 상수(SB-002 stub·SB-003 partial) — 운영자가 바꿀 자리가 없다,,담당
t62,프로모션,체험단,t62-P21,P21,체험단 모집·운영,1,STD-PRM-011,체험단 모집·신청·당첨·후기,huni-mall,김동학,미착수,print-kb/wiki/policy/custom-dev.md#CST-05 · L4 사유: 체험단 native 지원 범위 미확인. 3차 후보.,P14 리뷰(후기) · P28 게시판 운영,담당
t62,프로모션,체험단(원장전용),t62-P21,P21,체험단 모집·운영,2,STD-PRM-017,[구IA#71] 체험단관리 (등록/수정/신청내역),운영자,김동학,미실측,IA No.71 체험단관리 · 신규 어디에도 없음 @ 2026-09-16 21:28,,담당
t62,프로모션,체험단(원장전용),t62-P21,P21,체험단 모집·운영,3,STD-ADC-016,체험단 모집·신청내역 관리(운영자),운영자,김동학,미착수,"L3/legacy-normalized.json#F-121,IA-121,SCOPE-121 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:122 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A122:K122 || P1판정(260902): huni-skin-shopby 전수 grep '체험단' 0건",,담당
t62,프로모션,수신동의,t62-P22,P22,마케팅 발송·수신동의 관리,1,STD-PRM-014,마케팅 수신동의 관리,huni-mall → 샵바이,김동학,작동,https://shopby.huniprinting.co.kr/signup@2026-09-16 21:27,P01 회원가입(동의 수집 지점),담당
t62,프로모션,알림,t62-P22,P22,마케팅 발송·수신동의 관리,2,STD-PRM-012,알림톡/SMS 마케팅 발송,운영자 → 샵바이,최숙진,미착수,print-kb/wiki/policy/membership-auth.md#MEM-02 알림톡 계약 필요 · L4 사유: 알림톡/SMS 계약 미체결 — 1차 영향·조기 필요.,,담당
t62,프로모션,알림,t62-P22,P22,마케팅 발송·수신동의 관리,3,STD-PRM-013,이메일 뉴스레터 발송,운영자 → 샵바이,최숙진,미착수,print-quote/04_design/ia.md §2.1 고객센터 파생 · L4 사유: new(★ia.md 오염) — 근거출처가 print-quote/04_design/ia.md 파생이라 §4-1 상 「독립 발견」으로 신뢰하면 과대평가. 후니 IA 계보 안에서 파생된 항목.,,담당
t62,프로모션,알림·수신동의(원장전용),t62-P22,P22,마케팅 발송·수신동의 관리,4,STD-PRM-021,080 수신거부 서비스 미도입 확정,결정(신우진),신우진,구현-미검증,후니정기미팅 정리260915.html §회원·로그인·인증 · 확정 4,,담당
t62,프로모션,알림·수신동의(원장전용),t62-P22,P22,마케팅 발송·수신동의 관리,5,STD-PRM-015,(IA r59 기능명 공란),미상,신우진,미실측,docs/huni/후니프린팅_IA.xlsx:IA 확인!r59 (기능명 없음),,담당
t62,B2B,거래처,t62-P23,P23,거래처(기업회원) 등록·관리,1,STD-B2B-001,거래처(기업회원) 등록·관리,미정(webadmin 또는 샵바이 회원그룹),서희항,부분,WA-060 partial — raw/webadmin/webadmin/catalog/models.py:87 (TCusCustomers 모델만·전용 운영화면 urls.py 부재),,담당
t62,B2B,거래처,t62-P23,P23,거래처(기업회원) 등록·관리,2,STD-B2B-003,거래처 소속 담당자 다계정,미정,최숙진,미착수,WA-060 partial(모델만),,담당
t62,B2B,거래처(원장전용),t62-P23,P23,거래처(기업회원) 등록·관리,3,STD-B2B-013,[구IA#45] 거래처관리 (등록/수정/처리),운영자,최숙진,미실측,docs/huni/후니프린팅_IA.xlsx 「IA 확인」 No.45 · webadmin 사이드바 33화면에 거래처 없음 @ 2026-09-16 21:28 · 셀러어드민 미확인(R1d),,담당
t62,B2B,거래처(원장전용),t62-P23,P23,거래처(기업회원) 등록·관리,4,STD-B2B-014,[구IA#46] 매장게시판,운영자(셀러어드민 게시판),최숙진,미실측,IA No.46 매장게시판 · webadmin 해당 없음 @ 2026-09-16 21:28,,담당
t62,B2B,거래처(원장전용),t62-P23,P23,거래처(기업회원) 등록·관리,5,STD-ADC-015,매장(거래처) 게시판 관리,운영자,김동학,미착수,"L3/legacy-normalized.json#F-096,IA-096,SCOPE-096 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:97 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A97:K97 || P1판정(260902): huni-skin-shopby 전수 grep '거래처 게시판|매장' 0건 · 운영자 기능은 셀러어드민 소관",P28 게시판 운영,담당
t62,B2B,거래처,t62-P24,P24,거래처 단가·대량견적,1,STD-B2B-002,거래처별 단가/할인율 설정,webadmin(가격엔진),최숙진,미착수,print-kb/wiki/huni/price-engine.md#PE-SOT-5 가격소스 우선순위 · L4 사유: 돈 걸림. 등급가 매핑 미결이 선행.,t65 운영자·상품가격(가격엔진),담당
t62,B2B,견적,t62-P24,P24,거래처 단가·대량견적,2,STD-B2B-010,대량 견적 요청 접수·회신,huni-mall + 운영자,최숙진,미착수,SB-056 absent(문의 라우트 부재),,담당
t62,B2B,견적,t62-P24,P24,거래처 단가·대량견적,3,STD-B2B-011,견적서 발행(사업자 양식),운영자,최숙진,미착수,print-quote/04_design/ia.md §2.1 대량견적 파생 · L4 사유: F-051 견적서 생성·다운로드는 L4a 도메인 std 와도 물린다 — legacy 1:N 공유(§4-2).,,담당
t62,B2B,후불,t62-P25,P25,후불 주문·여신 관리,1,STD-B2B-004,후불 여신한도 설정,미정(t56 판정 미정),김동학,미착수,print-kb/wiki/policy/custom-dev.md#CST-07 · L4 사유: F-141 후불결제(돈·주문) 미착수.,,담당
t62,B2B,후불,t62-P25,P25,후불 주문·여신 관리,2,STD-B2B-005,후불 주문 승인·미결제 관리,미정,김동학+신우진,미착수,print-kb/wiki/policy/order-mgmt.md#OMG-04 · L4 사유: 후불 승인·미결제 관리 L2 무근거.,t63 결제 · t64 주문운영(승인→생산),담당
t62,B2B,후불(원장전용),t62-P25,P25,후불 주문·여신 관리,3,STD-B2B-015,[구IA#91] 주문관리-후불결제,운영자,신우진,미실측,IA No.91 주문관리-후불결제 · 9/15 회의 결제수단 표(가상계좌 미신청·토스 제외) · webadmin 없음,,담당
t62,B2B,정산,t62-P26,P26,B2B 정산·거래처 원장,1,STD-B2B-006,월 마감 청구서 발행,미정,최숙진,미착수,print-kb/wiki/policy/operations.md#OPS-05 월단위 마감 · L4 사유: 돈 걸림(F-098). 원장 월마감 미구현.,P16 증빙서류 발급(세금계산서) · t65 정산·통계,담당
t62,B2B,정산,t62-P26,P26,B2B 정산·거래처 원장,2,STD-B2B-007,업체별 미수금 관리,미정,최숙진,미착수,print-quote/04_design/ia.md §2.3 SM-A-06 · L4 사유: 돈 걸림(F-099).,,담당
t62,B2B,원장,t62-P26,P26,B2B 정산·거래처 원장,3,STD-B2B-008,거래처 원장(온·오프라인 통합),미정(t56 판정 미정),김동학,미착수,print-kb/wiki/policy/custom-dev.md#CST-06 · L4 사유: 온·오프라인 통합 원장 + 계좌관리. 전부 CUSTOM.,,담당
t62,B2B,원장,t62-P26,P26,B2B 정산·거래처 원장,4,STD-B2B-009,원장 데이터 파일 생성(.txt 연계),미정(t56 판정 미정),김동학,미착수,print-quote/04_design/ia.md §2.3 SM-A-02 .txt 생성 · L4 사유: .txt 연계 생성 미구현.,,담당
t62,운영자·회원CS,회원,t62-P27,P27,회원 운영(조회·탈퇴회원),1,STD-ADC-001,회원 목록·검색·상세,운영자(셀러어드민),최숙진,작동,https://service.shopby.co.kr/member/list@2026-09-16,P06 등급 · P12 적립금,담당
t62,운영자·회원CS,회원,t62-P27,P27,회원 운영(조회·탈퇴회원),2,STD-ADC-003,탈퇴회원 관리,운영자(셀러어드민),최숙진,작동,https://service.shopby.co.kr/member/expel@2026-09-16,,담당
t62,운영자·회원CS,회원(원장전용),t62-P27,P27,회원 운영(조회·탈퇴회원),3,STD-ADC-017,[구IA#73] 회원관리 (주문내역/정보확인),운영자,최숙진,미실측,IA No.73 회원관리 · 샵바이 회원관리(R1d),,담당
t62,운영자·회원CS,게시판,t62-P28,P28,게시판·문의 응대 운영,1,STD-ADC-007,공지사항 관리,운영자(셀러어드민) → huni-mall `/notice`,최숙진,작동,https://service.shopby.co.kr/board/article@2026-09-16,,담당
t62,운영자·회원CS,게시판,t62-P28,P28,게시판·문의 응대 운영,2,STD-ADC-008,FAQ 관리,운영자(셀러어드민),최숙진,작동,https://service.shopby.co.kr/board@2026-09-16,,담당
t62,운영자·회원CS,게시판,t62-P28,P28,게시판·문의 응대 운영,3,STD-ADC-009,상품Q&A 답변 관리,운영자(셀러어드민),최숙진,작동,https://service.shopby.co.kr/product/inquiry@2026-09-16,,담당
t62,운영자·회원CS,게시판,t62-P28,P28,게시판·문의 응대 운영,4,STD-ADC-010,1:1 문의 답변 관리,운영자(셀러어드민),최숙진,작동,https://service.shopby.co.kr/inquiry@2026-09-16,,담당
t62,운영자·회원CS,게시판,t62-P28,P28,게시판·문의 응대 운영,5,STD-ADC-011,이용후기(리뷰) 관리·블라인드,운영자(셀러어드민),최숙진,작동,https://service.shopby.co.kr/review@2026-09-16,,담당
t62,운영자·회원CS,게시판,t62-P28,P28,게시판·문의 응대 운영,6,STD-ADC-012,대량견적/기업상담/디자인상담 접수 관리,운영자,김동학,미착수,print-quote/04_design/ia.md §2.3 SM-A-32 SM-A-33 SM-A-34 · L4 사유: 대량견적·기업상담·디자인상담 접수 관리 화면 근거 없음,P24 대량견적 · STD-ADC-011 → P14 리뷰,담당
t62,운영자·회원CS,콘텐츠,t62-P29,P29,인쇄 가이드 콘텐츠 운영,1,STD-ADC-014,인쇄 가이드 콘텐츠 관리,webadmin + huni-mall,서희항+최숙진,구현-미검증,raw/webadmin/webadmin/config/urls.py:72-87 가이드파일 업로드/관리 · raw/webadmin/webadmin/catalog/s3_guide.py:266-350,t63 원고·파일(가이드 활용),담당
t63,상품·카탈로그,카테고리 · 전시,t63-P01,P01,카테고리로 상품 찾기,1,STD-CAT-023,상품 기본정보 세팅·로드(상품코드·주문가능여부·회원전용 노출 게이팅),huni-mall,김동학,작동,huni-skin-shopby/src/lib/api/server/catalog.ts:8,t65 — 상품·가격 등록 운영(STD-ADP)이 이 목록의 원천을 채운다,담당
t63,상품·카탈로그,카테고리 · 전시,t63-P01,P01,카테고리로 상품 찾기,2,STD-CAT-001,대분류/중분류/소분류 다단 카테고리 트리 노출,huni-mall,김동학,작동,huni-skin-shopby/src/lib/api/server/catalog.ts:6 · huni-skin-shopby/src/lib/api/server/catalog.ts · huni-skin-shopby/src/components/layout/header.tsx:280-288 · huni-skin-shopby/src/components/layout/mobile-nav.tsx:118-160,t65 — 상품·가격 등록 운영(STD-ADP)이 이 목록의 원천을 채운다,담당
t63,상품·카탈로그,카테고리 · 전시,t63-P01,P01,카테고리로 상품 찾기,3,STD-CAT-002,카테고리별 상품 리스팅(정렬·페이징),huni-mall,김동학,부분,huni-skin-shopby/src/lib/api/server/catalog.ts:337-344 · huni-skin-shopby/src/components/shop/shop-list.tsx:14-24,t65 — 상품·가격 등록 운영(STD-ADP)이 이 목록의 원천을 채운다,담당
t63,상품·카탈로그,카테고리 · 전시,t63-P01,P01,카테고리로 상품 찾기,4,STD-CAT-030,상품 0개 중분류(스티커 팩 0 등) 노출 정리,huni-mall,최숙진,미착수,huni-skin-shopby/src/lib/api/server/catalog.ts:314,t65 — 상품·가격 등록 운영(STD-ADP)이 이 목록의 원천을 채운다,담당
t63,상품·카탈로그,카테고리 · 전시,t63-P01,P01,카테고리로 상품 찾기,5,STD-CAT-003,상품군 전용 랜딩(출력/책자/실사/패키지/굿즈),huni-mall,김동학,미착수,「미확인」 — 찾지못했다 huni-skin-shopby app main 하위 상품군 전용 랜딩 라우트 grep 0건,t65 — 상품·가격 등록 운영(STD-ADP)이 이 목록의 원천을 채운다,담당
t63,상품·카탈로그,카테고리 · 전시,t63-P01,P01,카테고리로 상품 찾기,6,STD-CAT-021,메인 기획전/배너 영역,huni-mall,김동학,부분,huni-skin-shopby/src/app/(main)/page.tsx:1-9,t65 — 상품·가격 등록 운영(STD-ADP)이 이 목록의 원천을 채운다,담당
t63,상품·카탈로그,카테고리 · 전시,t63-P01,P01,카테고리로 상품 찾기,7,STD-CAT-027,홈 더미 콘텐츠 정리(BEST 8종 /product/1 404 · 프로모션 ZONE·새소식 영문 문구),huni-mall,김동학,미착수,「미확인」 — 찾지못했다 코드 저장소 기준 조사 - 라이브 사이트 실측은 이번 읽기전용 코드조사 범위를 벗어나 재확인하지 않음. home-content.ts:59(BEST 상품(홈) - 레거시. 현재 빈 목록) 및 351(홈 기획전 배너(레거시) - 빈 목록) 주석은 코드상 확인,t65 — 상품·가격 등록 운영(STD-ADP)이 이 목록의 원천을 채운다,담당
t63,상품·카탈로그,카테고리 · 전시,t63-P01,P01,카테고리로 상품 찾기,8,STD-CAT-022,품절/판매중지 상품 표시 및 대체 안내,webadmin + shopby,김동학,미착수,raw/webadmin/webadmin/catalog/widget_api.py:5904-5993,t65 — 상품·가격 등록 운영(STD-ADP)이 이 목록의 원천을 채운다,담당
t63,상품·카탈로그,카테고리 · 전시,t63-P01,P01,카테고리로 상품 찾기,9,STD-CAT-039,목록 시작가 자동 계산(위젯 기본값) — 오리지널 명함만 수기 입력,webadmin,서희항,부분,raw/webadmin/webadmin/catalog/widget_api.py:5955-5958,t65 — 상품·가격 등록 운영(STD-ADP)이 이 목록의 원천을 채운다,담당
t63,상품·카탈로그,카테고리 · 전시,t63-P01,P01,카테고리로 상품 찾기,10,STD-CAT-028,목록·검색 시작가 「10원~」 표시(샵바이 salePrice 더미),huni-mall,김동학,미착수,huni-skin-shopby/src/lib/api/server/catalog.ts:86 · huni-skin-shopby/src/lib/api/widget-order.ts:22-23,t65 — 상품·가격 등록 운영(STD-ADP)이 이 목록의 원천을 채운다,담당
t63,상품·카탈로그,카테고리 · 전시,t63-P01,P01,카테고리로 상품 찾기,11,STD-CAT-043,목록·검색 시작가를 webadmin `GET /api/w/v1/catalog`(게시 위젯+시작가) 로 이관 — 「10원~」 더미 대체 개발안,webadmin + huni-mall,김동학+서희항,미착수,raw/webadmin/webadmin/config/urls.py:248 · huni-skin-shopby/src/lib/api/server/catalog.ts:86,t65 — 상품·가격 등록 운영(STD-ADP)이 이 목록의 원천을 채운다,담당
t63,상품·카탈로그,카테고리 · 전시,t63-P01,P01,카테고리로 상품 찾기,12,STD-CAT-040,시작가가 API 로 샵바이에 내려가는데 쇼핑몰에 반영되지 않는 원인 확인,webadmin,서희항·최숙진,미착수,raw/webadmin/webadmin/catalog/shopby_sync.py:1-384 · huni-skin-shopby/src/lib/api/server/catalog.ts:86,t65 — 상품·가격 등록 운영(STD-ADP)이 이 목록의 원천을 채운다,담당
