std_id,대분류,중분류,기능,상태,오픈차단여부,매핑legacy_id,매핑asis_id,돈여부,주문여부,근거,비고,담당,sub_track,배정근거,done_criteria
STD-OPT-024,옵션·견적,후가공,코팅 선택(무광/유광 × 단면/양면),partial,작업 항목,F-039;IA-039;SCOPE-039;X-ENGINE-SETCOAT-01,WA-003;WA-025,Y,N,X-ENGINE-SETCOAT-01 price_simulate_set이 coat_side_cnt 드롭 → 셋트 경로 표지 코팅비 누락(C트랙),R1 · L4 판정 승계 · 안 되는 부분: X-ENGINE-SETCOAT-01 price_simulate_set이 coat_side_cnt 드롭 → 셋트 경로 표지 코팅비 누락(C트랙) (출처 근거),인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"이미 되는 부분은 확인되고, 남은 부분(X-ENGINE-SETCOAT-01 price_simulate_set이 coat_side_cnt 드롭 → 셋트 경로 표지 코팅비 누락(C트랙))이 「코팅 선택(무광/유광 × 단면/양면)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-OPT-025,옵션·견적,후가공,박 선택(색상 다종 × 면 × 크기 × 내용같음/틀림),partial,작업 항목,F-044;IA-044;P-FOIL-DTLOPT-01;SCOPE-044;X-ENGINE-FOIL-01,WA-003,Y,N,X-ENGINE-FOIL-01 박 엔진 미지원 — 027/028/029 박 가산 전부 0(데이터로 못 고침·C트랙),R1 · L4 판정 승계 · 안 되는 부분: X-ENGINE-FOIL-01 박 엔진 미지원 — 027/028/029 박 가산 전부 0(데이터로 못 고침) (출처 근거),인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"이미 되는 부분은 확인되고, 남은 부분(X-ENGINE-FOIL-01 박 엔진 미지원 — 027/028/029 박 가산 전부 0(데이터로 못 고침))이 「박 선택(색상 다종 × 면 × 크기 × 내용같음/틀림)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-OPT-026,옵션·견적,후가공,형압(양각/음각) 선택,partial,작업 항목,F-044;IA-044;SCOPE-044,WA-003,N,N,raw/webadmin/webadmin/config/urls.py:356-360 (옵션 축) · X-ENGINE-FOIL-01 동일 엔진 경로,R1 · L4 판정 승계 · 안 되는 부분: X-ENGINE-FOIL-01 동일 엔진 경로 (출처 근거),인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"이미 되는 부분은 확인되고, 남은 부분(X-ENGINE-FOIL-01 동일 엔진 경로)이 「형압(양각/음각) 선택」이 1회 관측된다"
STD-OPT-027,옵션·견적,후가공,오시 선택(줄 수 × 방향),partial,작업 항목,F-041;IA-041;SCOPE-041,WA-003,N,N,raw/webadmin/webadmin/config/urls.py:356-360 · 오배선 실증 huni-product-lifecycle §7.4,R1 · L4 판정 승계 · 안 되는 부분: 오배선 실증 huni-product-lifecycle §7.4 (출처 근거),인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"이미 되는 부분은 확인되고, 남은 부분(오배선 실증 huni-product-lifecycle §7.4)이 「오시 선택(줄 수 × 방향)」이 1회 관측된다"
STD-OPT-028,옵션·견적,후가공,미싱 선택,partial,작업 항목,F-041;IA-041;P-DEDUP-PROC-3-01;SCOPE-041,WA-003,Y,N,P-DEDUP-PROC-3-01 공정 중복정리 BLOCKED 3건(미싱086 포함) — 부모↔자식 가격사슬 단절,R1 · L4 판정 승계 · 안 되는 부분: P-DEDUP-PROC-3-01 공정 중복정리 BLOCKED 3건(미싱086 포함) — 부모↔자식 가격사슬 단절 (출처 근거),인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"이미 되는 부분은 확인되고, 남은 부분(P-DEDUP-PROC-3-01 공정 중복정리 BLOCKED 3건(미싱086 포함) — 부모↔자식 가격사슬 단절)이 「미싱 선택」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-OPT-029,옵션·견적,후가공,타공 선택(직경 × 개수 × 위치),partial,작업 항목,F-040;IA-040;P-PED-PUNCH-01;SCOPE-040;X-WGT-PUNCH-01,WA-003,Y,Y,X-WGT-PUNCH-01 시뮬레이터/위젯이 procs detail{타공수}를 전송해야 타공수별 가산 작동(코드트랙),R1 · L4 판정 승계 · 안 되는 부분: X-WGT-PUNCH-01 시뮬레이터/위젯이 procs detail{타공수}를 전송해야 타공수별 가산 작동(코드트랙) (출처 근거),인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"이미 되는 부분은 확인되고, 남은 부분(X-WGT-PUNCH-01 시뮬레이터/위젯이 procs detail{타공수}를 전송해야 타공수별 가산 작동(코드트랙))이 「타공 선택(직경 × 개수 × 위치)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-OPT-030,옵션·견적,후가공,귀돌이/라운딩 선택(반경 × 모서리 위치),partial,작업 항목,F-040;IA-040;SCOPE-040;X-WGT-ATTB-01,WA-003,N,N,X-WGT-ATTB-01 합성 ATTB / size-linked 반경 잠복 — 컨버전 시 보정 필요,R1 · L4 판정 승계 · 안 되는 부분: X-WGT-ATTB-01 합성 ATTB / size-linked 반경 잠복 — 컨버전 시 보정 필요 (출처 근거),인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"이미 되는 부분은 확인되고, 남은 부분(X-WGT-ATTB-01 합성 ATTB / size-linked 반경 잠복 — 컨버전 시 보정 필요)이 「귀돌이/라운딩 선택(반경 × 모서리 위치)」가 1회 관측된다"
STD-OPT-031,옵션·견적,후가공,도무송(전체/부분·모양·개수) 선택,done,작업 항목,F-040;IA-040;P-DIECUT-2-01;SCOPE-040,WA-003,Y,N,raw/webadmin/webadmin/config/urls.py:356-360 (옵션 항목 CRUD),R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"raw/webadmin/webadmin/config/urls.py:356-360 에 구현이 있고, 위젯 실화면 + 가격 시뮬레이터 에서 「도무송(전체/부분·모양·개수) 선택」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-OPT-032,옵션·견적,후가공,넘버링(일반/난수 × 자릿수 × 개수) 선택,new,작업 항목,,,N,N,print-story/02_capture/order-flow-steps.md §C-7-5 넘버링,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"「넘버링(일반/난수 × 자릿수 × 개수) 선택」을 담을 그릇(테이블·모듈·화면)이 생기고, 위젯 실화면 + 가격 시뮬레이터 에서 그 동작이 1회 관측된다"
STD-OPT-033,옵션·견적,후가공,부분UV/에폭시 선택,partial,작업 항목,P-UNDER-5-01;X-GAP-UVFORM-01,,Y,N,X-GAP-UVFORM-01 webadmin UV 변형 입력 폼 적재경로 '미상' 정직 표기 잔존,R1 · L4 판정 승계 · 안 되는 부분: X-GAP-UVFORM-01 webadmin UV 변형 입력 폼 적재경로 '미상' 정직 표기 잔존 (출처 근거),인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"이미 되는 부분은 확인되고, 남은 부분(X-GAP-UVFORM-01 webadmin UV 변형 입력 폼 적재경로 '미상' 정직 표기 잔존)이 「부분UV/에폭시 선택」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-OPT-034,옵션·견적,부자재,부자재 선택(케이스·폴리백·포장),done,작업 항목,F-046;F-047;IA-046;IA-047;SCOPE-046;SCOPE-047,WA-004;WA-009,N,N,raw/webadmin/webadmin/config/urls.py:363-365 (상품 템플릿/추가상품) · :378 (SKU 카탈로그),R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"raw/webadmin/webadmin/config/urls.py:363-365 에 구현이 있고, 위젯 실화면 + 가격 시뮬레이터 에서 「부자재 선택(케이스·폴리백·포장)」이 1회 관측된다"
STD-OPT-035,옵션·견적,부자재,상품별 기본제공 부자재 규칙 표시,todo,작업 항목,F-046;IA-046;SCOPE-046,,N,N,F-046/SCOPE-046/IA-046 B13 추가상품 PARTIAL·미착수,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,위젯 실화면 + 가격 시뮬레이터 에서 「상품별 기본제공 부자재 규칙 표시」가 1회 관측된다
STD-OPT-036,옵션·견적,부자재,추가상품(악세사리) 템플릿 묶음 선택,done,작업 항목,F-046;IA-046;SCOPE-046,WA-004;WA-009,N,N,raw/webadmin/webadmin/config/urls.py:363-365 · :378,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"raw/webadmin/webadmin/config/urls.py:363-365 에 구현이 있고, 위젯 실화면 + 가격 시뮬레이터 에서 「추가상품(악세사리) 템플릿 묶음 선택」이 1회 관측된다"
STD-OPT-037,옵션·견적,제약,옵션 조합 제약 규칙 평가(불가 조합 차단·사유 표시),partial,작업 항목,F-048;IA-048;SCOPE-048;X-CR-ENFORCE-CLIENT-01;X-CR-ENFORCE-ENGINE-01;X-CR-HANDOFF-01,WA-006;WA-036,Y,Y,raw/webadmin/webadmin/config/urls.py:371 (제약규칙 관리) · :249 (validate) — 그러나 X-CR-ENFORCE-CLIENT-01: 위젯/장바구니/주문 어디에도 validate 호출 없음,R1 · L4 판정 승계 · 안 되는 부분: :249 (validate) — 그러나 X-CR-ENFORCE-CLIENT-01: 위젯/장바구니/주문 어디에도 validate 호출 없음 (출처 근거),인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"이미 되는 부분은 확인되고, 남은 부분(:249 (validate) — 그러나 X-CR-ENFORCE-CLIENT-01: 위젯/장바구니/주문 어디에도 validate 호출 없음)이 「옵션 조합 제약 규칙 평가(불가 조합 차단·사유 표시)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-OPT-038,옵션·견적,제약,자재→가능 인쇄방식 게이팅,partial,작업 항목,F-048;IA-048;SCOPE-048;X-CR-ENFORCE-ENGINE-01,WA-006,Y,Y,raw/webadmin/webadmin/config/urls.py:371 · X-CR-ENFORCE-ENGINE-01 가격엔진이 제약을 전혀 참조하지 않음,R1 · L4 판정 승계 · 안 되는 부분: X-CR-ENFORCE-ENGINE-01 가격엔진이 제약을 전혀 참조하지 않음 (출처 근거),인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"이미 되는 부분은 확인되고, 남은 부분(X-CR-ENFORCE-ENGINE-01 가격엔진이 제약을 전혀 참조하지 않음)이 「자재→가능 인쇄방식 게이팅」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-OPT-039,옵션·견적,제약,공정 택일 그룹(상호배타) 처리,partial,작업 항목,F-048;IA-048;P-CPQ-CLASSA-01;SCOPE-048,WA-006;WA-003,N,Y,raw/webadmin/webadmin/config/urls.py:371 · P-CPQ-CLASSA-01 PRD_000146 고리 그룹 sel_typ/min/max NULL,R1 · L4 판정 승계 · 안 되는 부분: P-CPQ-CLASSA-01 PRD_000146 고리 그룹 sel_typ/min/max NULL (출처 근거),인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"이미 되는 부분은 확인되고, 남은 부분(P-CPQ-CLASSA-01 PRD_000146 고리 그룹 sel_typ/min/max NULL)이 「공정 택일 그룹(상호배타) 처리」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-OPT-040,옵션·견적,제약,필수 동반 옵션 강제(예 인쇄없음 시 후가공 필수),partial,작업 항목,F-048;IA-048;SCOPE-048;X-CR-C9-01,WA-006,Y,N,X-CR-C9-01 폼빌더에 수치 범위 조건 타입 부재 — 자유치수 19건+raw-only 7건 UI 관리 불가,R1 · L4 판정 승계 · 안 되는 부분: X-CR-C9-01 폼빌더에 수치 범위 조건 타입 부재 — 자유치수 19건+raw-only 7건 UI 관리 불가 (출처 근거),인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"이미 되는 부분은 확인되고, 남은 부분(X-CR-C9-01 폼빌더에 수치 범위 조건 타입 부재 — 자유치수 19건+raw-only 7건 UI 관리 불가)이 「필수 동반 옵션 강제(예 인쇄없음 시 후가공 필수)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-OPT-041,옵션·견적,제약,수량 최소/최대/증분 검증,partial,작업 항목,F-036;IA-036;P-MINIBOARD-QTY-01;SCOPE-036,WA-003;WA-007,Y,Y,raw/webadmin/webadmin/config/urls.py:373 (validate) · P-MINIBOARD-QTY-01 min1 < 완제품가 시작4 저청구,R1 · L4 판정 승계 · 안 되는 부분: P-MINIBOARD-QTY-01 min1 < 완제품가 시작4 저청구 (출처 근거),인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"이미 되는 부분은 확인되고, 남은 부분(P-MINIBOARD-QTY-01 min1 < 완제품가 시작4 저청구)이 「수량 최소/최대/증분 검증」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-OPT-042,옵션·견적,제약,사이즈 범위·비율 검증(매트릭스 밖 사이즈 차단),partial,작업 항목,F-035;IA-035;SCOPE-035;X-CR-C9-01,WA-007,Y,N,X-CR-C9-01 수치 범위 조건 타입 부재,R1 · L4 판정 승계 · 안 되는 부분: X-CR-C9-01 수치 범위 조건 타입 부재 (출처 근거),인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"이미 되는 부분은 확인되고, 남은 부분(X-CR-C9-01 수치 범위 조건 타입 부재)이 「사이즈 범위·비율 검증(매트릭스 밖 사이즈 차단)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-OPT-043,옵션·견적,가격,옵션 변경 시 실시간 재견적,done,작업 항목,F-049;IA-049;SCOPE-049,WA-035;SB-011;SB-025,Y,N,raw/webadmin/webadmin/config/urls.py:248 (api/w/v1/price) · huni-widget.tsx:162-176 · src/app/api/printly/requote/route.ts:16-50,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"raw/webadmin/webadmin/config/urls.py:248 에 구현이 있고, 위젯 실화면 + 가격 시뮬레이터 에서 「옵션 변경 시 실시간 재견적」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-OPT-044,옵션·견적,가격,서버 권위 가격 계산(클라이언트 계산 금지),done,작업 항목,F-049;IA-049;SCOPE-049,WA-025;WA-035,Y,N,raw/webadmin/webadmin/catalog/pricing.py:1 (evaluate_price 1561줄) · config/urls.py:248,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"raw/webadmin/webadmin/catalog/pricing.py:1 에 구현이 있고, 위젯 실화면 + 가격 시뮬레이터 에서 「서버 권위 가격 계산(클라이언트 계산 금지)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-OPT-045,옵션·견적,가격,가격 0원/계산불가 상태 처리 및 사용자 안내,todo,작업 항목,P-ANCHOR-149-01;P-PRICED0-6-01;P-QUOTE0-100-01;P-ZEROQUOTE-119-01,,Y,Y,P-ZEROQUOTE-119-01 0원 견적 조합 119건/32상품 — 손님이 0원에 주문 가능(4주째 OPEN),R1 · L4 판정 승계 · [conflict 보존 · P-PRICED0-6-01] §29 03_schedule/blocked-before-widget.md:51-53 = BLOCKED-미바인딩 vs §23 HANDOFF.md:84 = 라이브 COMMIT 완료. 시점은 §29(06-30) < §23(07-01/02)이라 §29가 stale일 가능성이 높으나 라이브 재실측 전에는 단정 불가 (gaps-t1-data.md:47-50 기록).,인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,위젯 실화면 + 가격 시뮬레이터 에서 「가격 0원/계산불가 상태 처리 및 사용자 안내」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-OPT-046,옵션·견적,가격,가격 내역 분해 표시(인쇄비·후가공비·부가세),partial,작업 항목,F-063;IA-063;SCOPE-063,WA-022;SB-011,Y,Y,"raw/webadmin/webadmin/config/urls.py:157,159 (가격 다이어그램/소스 추적 — 운영자용) · huni-widget.tsx:162-176",R1 · L4 판정 승계 · 안 되는 부분: 미확인 — 근거·비고 어디에도 결손 표기가 없다 · 위젯 실화면 + 가격 시뮬레이터 1회 점검으로 닫는다,인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"이미 되는 부분은 확인되고, 남은 부분(미확인 — 결손 표기 없음)이 「가격 내역 분해 표시(인쇄비·후가공비·부가세)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-OPT-047,옵션·견적,가격,수량구간 할인 적용,partial,작업 항목,F-050;IA-050;SCOPE-050,WA-023,Y,N,"raw/webadmin/webadmin/config/urls.py:137,177-181 (수량구간 할인표 관리)",R1 · L4 판정 승계 · 안 되는 부분: 미확인 — 근거·비고 어디에도 결손 표기가 없다 · 위젯 실화면 + 가격 시뮬레이터 1회 점검으로 닫는다,인쇄개발,-,규칙:260616 01_역할정의 「고객 인쇄상품 옵션위젯·실시간가격(3엔진)·가이드·견적」,"이미 되는 부분은 확인되고, 남은 부분(미확인 — 결손 표기 없음)이 「수량구간 할인 적용」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
