row_uid,card,scope,dup_key,merged_from,system,group,screen_id,screen_name,role,function,work_type,counterpart,direction,owner_side,plan_row_id,status,evidence
t48:141,t48,in,huni-skin-shopby/src/components/product/configurator-actions.tsx:170-176,,huni-mall,마이페이지,MALL-MY-ORDER,주문 상세(/mypage/orders/[orderNo]),고객,편집상품 미리보기,integrate,edicus,huni-mall→edicus,huni-mall,STD-MYP-003,미착수,SB-020 stub — huni-skin-shopby/src/components/product/configurator-actions.tsx:170-176 (onClick 없음)
t48:142,t48,in,huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84,,huni-mall,마이페이지,MALL-MY-ORDER,주문 상세(/mypage/orders/[orderNo]),고객,주문 상태 머신 전이 표시(결제완료→상품준비→배송준비→배송중→배송완료→구매확정),integrate,shopby,huni-mall→shopby,huni-mall,STD-ORD-023,진행,"huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84,354 · X-DEC-MIRROR-01 샵바이→후니 상태 미러 채널 미확인"
t48:143,t48,in,,,huni-mall,마이페이지,MALL-MY-ORDER,주문 상세(/mypage/orders/[orderNo]),고객,인쇄 공정 단계 상태 노출(검판·출력·후가공),integrate,webadmin,huni-mall→webadmin,huni-mall,STD-ORD-024,미착수,SCOPE-162 주문/주문상세 런타임 그릇 구축 PARTIAL·미착수
t48:144,t48,in,,,huni-mall,마이페이지,MALL-MY-ORDER,주문 상세(/mypage/orders/[orderNo]),고객,구매확정(고객·자동),integrate,shopby,huni-mall→shopby,huni-mall,STD-ORD-025,미착수,huni-shopby/01_research/order-to-delivery-contract.md §3 confirm
t48:145,t48,in,huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84,,huni-mall,마이페이지,MALL-MY-ORDER,주문 상세(/mypage/orders/[orderNo]),고객,고객 배송 조회(택배사 추적),integrate,shopby,huni-mall→shopby,huni-mall,STD-SHP-014,진행,"huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84,354"
t48:146,t48,in,,,huni-mall,마이페이지,MALL-MY-ORDER,주문 상세(/mypage/orders/[orderNo]),고객,택배사 배송추적 연동,integrate,shopby,huni-mall→shopby,huni-mall,STD-SYS-014,진행,huni-shopby/01_research/order-to-delivery-contract.md §2.1 deliveryCompanyType · L4 사유: 택배사 연동·송장·배송추적 경로 미확인. L2 연계서비스 18건에도 택배사 없음.
t48:147,t48,in,,,huni-mall,마이페이지,MALL-MY-ORDERS,주문 목록(/mypage/orders),고객,클레임 목록·상세 조회,integrate,shopby,huni-mall→shopby,huni-mall,STD-CLM-012,미착수,X-SHOPBY-CLAIM-FSM-01 클레임 상태머신 미폐합 — 수거진행 중간상태 누락·입금대기/교환대기/환불완료 전이 미정의
t48:148,t48,in,huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84,,huni-mall,마이페이지,MALL-MY-ORDERS,주문 목록(/mypage/orders),고객,주문 목록 조회,integrate,shopby,huni-mall→shopby,huni-mall,STD-MYP-001,진행,huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84
t48:149,t48,in,huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84,,huni-mall,마이페이지,MALL-MY-ORDERS,주문 목록(/mypage/orders),고객,주문 상태 조회(회원),integrate,shopby,huni-mall→shopby,huni-mall,STD-ORD-021,진행,"huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84,354"
t48:150,t48,in,,,huni-mall,마이페이지,MALL-MY-ORDERS,주문 목록(/mypage/orders),고객,재주문(동일 사양 반복),build,,,,STD-ORD-026,미착수,F-011/SCOPE-011/IA-011 옵션보관함 CUSTOM·미착수
t48:151,t48,in,huni-skin-shopby/src/lib/api/hooks/use-points.ts:22,,huni-mall,마이페이지,MALL-MY-POINT,적립금·프린트머니 잔액(/mypage/point),고객,프린팅머니 잔액·내역 조회,integrate,shopby,huni-mall→shopby,huni-mall,STD-MYP-006,진행,huni-skin-shopby/src/lib/api/hooks/use-points.ts:22
t48:152,t48,in,huni-skin-shopby/src/lib/api/hooks/use-review-write.ts:38,,huni-mall,마이페이지,MALL-MY-REVIEW,리뷰(/mypage/review · /write · /[reviewId]),고객,내 리뷰 작성·조회,integrate,shopby,huni-mall→shopby,huni-mall,STD-MYP-012,진행,huni-skin-shopby/src/lib/api/hooks/use-review-write.ts:38 · use-my-reviews.ts:84
t48:153,t48,in,huni-skin-shopby/src/lib/api/hooks/use-profile.ts:112,,huni-mall,마이페이지,MALL-MY-WITHDRAW,회원탈퇴(/mypage/withdraw),고객,회원탈퇴,integrate,shopby,huni-mall→shopby,huni-mall,STD-MEM-017,진행,huni-skin-shopby/src/lib/api/hooks/use-profile.ts:112 · src/components/mypage/withdraw-section.tsx:4
t48:154,t48,in,_workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:30,,huni-mall,마이페이지,MALL-MYPAGE,마이페이지 메인(/mypage),고객,마이페이지 메인 대시보드(주문요약·프린팅머니·쿠폰 한눈에),integrate,shopby,huni-mall→shopby,huni-mall,STD-MYP-017,진행,"L3/legacy-normalized.json#F-029,IA-029,SCOPE-029 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:30 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A30:K30 · L2/as-is-inventory.csv#SB-044 huni-skin-shopby/src/components/mypage/dashboard-section.tsx:17-59"
t48:155,t48,in,_workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:31,,huni-mall,마이페이지,MALL-MYPAGE,마이페이지 메인(/mypage),고객,마이페이지 서브메인(기능군 랜딩) 화면,build,,,,STD-MYP-018,진행,"L3/legacy-normalized.json#F-030,IA-030,SCOPE-030 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:31 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A31:K31 || P1판정(260902): huni-skin-shopby/src/app/(main)/mypage/page.tsx:10 DashboardSection · layout.tsx (중첩 라우트 전환)"
t48:156,t48,in,_workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:32,,huni-mall,마이페이지,MALL-MYPAGE,마이페이지 메인(/mypage),고객,마이페이지 통합 검색결과 LIST 화면,build,,,,STD-MYP-019,미착수,"L3/legacy-normalized.json#F-031,IA-031,SCOPE-031 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:32 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A32:K32 || P1판정(260902): huni-skin-shopby 전수 grep 'mypage.*search' 0건(260902) — 마이페이지 통합 검색 라우트 없음"
t48:157,t48,in,huni-skin-shopby/src/components/cart/cart-page.tsx:6,,huni-mall,마이페이지,MALL-STORAGE,옵션·편집 디자인 보관함(미구현),고객,옵션보관함 저장/불러오기,build,,,,STD-MYP-004,미착수,[L4b보강] huni-skin-shopby/src/components/cart/cart-page.tsx:6 ('shopby 장바구니에는 보관함(draft) 개념이 없어 단일 목록으로 렌더')
t48:158,t48,in,,,huni-mall,마이페이지,MALL-STORAGE,옵션·편집 디자인 보관함(미구현),고객,보관 기간 정책 적용·만료 처리,build,,,,STD-MYP-005,미착수,print-kb/wiki/policy/mypage.md#MYP-01 3개월 권장 · L4 사유: new — 보관 만료 정책은 화면이 아니라 배치 규칙이라 legacy 화면 분모에 수록된 적 없음. 근거 print-kb/mypage.md(ia.md 오염 아님).
t48:159,t48,in,,,huni-mall,마이페이지,MALL-STORAGE,옵션·편집 디자인 보관함(미구현),고객,"편집 디자인 보관함 — 편집 종료 후 보관, 장바구니 담기 전까지 수정 가능",integrate,edicus,huni-mall→edicus,huni-mall,STD-MYP-030,미착수,후니정기미팅 정리260915.html §디자인 상품·편집기·보관함 · 확정 7 / 후니-오픈잔여작업-실무진안내_260909.html §항목 11 · ④ 완료 기준 || [t48 교정] S1-skin/api-wiring.csv D2 「옵션보관함」 라우트 없음·wired=N 실사
t48:160,t48,in,,,huni-mall,상품상세,MALL-PDP,상품 상세(/product/[slug]),고객,교환·반품 안내 문구(정적),build,,,,NEW,완료,S1-skin/api-wiring.csv D3 「교환/반품 안내 문구(정적)」 작동 · 원장 대응 행 없음(NEW)
t48:161,t48,in,/page.tsx:42-47,,huni-mall,상품상세,MALL-PDP,상품 상세(/product/[slug]),고객,상품 상세페이지 본문(이미지·설명 블록),integrate,shopby,huni-mall→shopby,huni-mall,STD-CAT-007,진행,huni-skin-shopby/src/app/(main)/product/[slug]/page.tsx:42-47 · :51-56 · src/components/product/product-sections.tsx:1
t48:162,t48,in,,,huni-mall,상품상세,MALL-PDP,상품 상세(/product/[slug]),고객,동일 계열 상품 분기 안내(일반명함/고급지명함/부분UV명함 등),build,,,,STD-CAT-008,미착수,print-story/02_capture/order-flow-steps.md §A-0 레드프린팅 상품 분할 전략
t48:163,t48,in,,,huni-mall,상품상세,MALL-PDP,상품 상세(/product/[slug]),고객,후가공 용어 설명 툴팁(도무송·오시·형압·귀돌이),build,,,,STD-CAT-009,미착수,print-story/02_capture/order-flow-steps.md §E-4 3사 용어 불일치
t48:164,t48,in,,,huni-mall,상품상세,MALL-PDP,상품 상세(/product/[slug]),고객,재단사이즈 vs 작업사이즈 설명 가이드,build,,,,STD-CAT-010,완료,https://shopby.huniprinting.co.kr/product/136578124@2026-09-16 21:29
t48:165,t48,in,,,huni-mall,상품상세,MALL-PDP,상품 상세(/product/[slug]),고객,상품별 제작 소요일/출고 기준 안내,build,,,,STD-CAT-011,미착수,print-story/02_capture/order-flow-steps.md §C-6 출고 옵션
t48:166,t48,in,huni-skin-shopby/src/lib/guide-data.ts:41-50,,huni-mall,상품상세,MALL-PDP,상품 상세(/product/[slug]),고객,재작업 불가 사항 고지(폰트 아웃라인 등),build,,,,STD-CAT-012,진행,"huni-skin-shopby/src/lib/guide-data.ts:41-50,158-202 (대부분 '준비중' 스텁)"
t48:167,t48,in,,,huni-mall,상품상세,MALL-PDP,상품 상세(/product/[slug]),고객,상품 리뷰 목록·평점 노출,integrate,shopby,huni-mall→shopby,huni-mall,STD-CAT-014,완료,https://shopby.huniprinting.co.kr/product/136578124@2026-09-16 21:34
t48:168,t48,in,huni-skin-shopby/src/lib/api/hooks/use-product-reviews.ts:41,,huni-mall,상품상세,MALL-PDP,상품 상세(/product/[slug]),고객,사진 리뷰 갤러리,integrate,shopby,huni-mall→shopby,huni-mall,STD-CAT-015,진행,huni-skin-shopby/src/lib/api/hooks/use-product-reviews.ts:41 (목록만)
t48:169,t48,in,,,huni-mall,상품상세,MALL-PDP,상품 상세(/product/[slug]),고객,관련상품/함께 주문한 상품 추천,build,,,,STD-CAT-016,미착수,print-quote/04_design/ia.md §2.1 리스팅 파생
t48:170,t48,in,,,huni-mall,상품상세,MALL-PDP,상품 상세(/product/[slug]),고객,찜/관심상품,integrate,shopby,huni-mall→shopby,huni-mall,STD-CAT-018,미착수,print-kb/wiki/policy/mypage.md 파생
t48:171,t48,in,,,huni-mall,상품상세,MALL-PDP,상품 상세(/product/[slug]),고객,메뉴 슬러그형 목업 상세(/product/calendar 등) 잔존 — 「(44 Reviews)」·더미 옵션,build,,,,STD-CAT-029,미착수,https://shopby.huniprinting.co.kr/product/calendar @ 2026-09-16 21:27
t48:172,t48,in,product-sections.tsx:32-40,,huni-mall,상품상세,MALL-PDP,상품 상세(/product/[slug]),고객,상세페이지 탭 6종 자동 등록(디자인가이드·디자인보기 포함),integrate,webadmin,huni-mall→webadmin,huni-mall,STD-CAT-034,진행,후니정기미팅 정리260915.html §디자인 상품·편집기·보관함 · 확정 3 / 후니-오픈잔여작업-실무진안내_260909.html §항목 2 · ④ 완료 기준 || [t48 교정] S1-skin/api-wiring.csv A5 「상품 상세 콘텐츠 탭」 wired=Y·부분(product-sections.tsx:32-40) 실사
t48:173,t48,in,,,huni-mall,상품상세,MALL-PDP,상품 상세(/product/[slug]),고객,디자인 의뢰하기(주문 흐름 내),build,,,,STD-CLM-021,미착수,https://shopby.huniprinting.co.kr/checkout/202609160243938684 @ 2026-09-16 21:33
t48:174,t48,in,guide-data.ts:90,,huni-mall,상품상세,MALL-PDP,상품 상세(/product/[slug]),고객,규격 가이드 모달(사이즈 안내 팝업),build,,,,STD-OPT-057,미착수,"L3/legacy-normalized.json#IA-057,SCOPE-057 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A58:K58 || P1판정(260902): huni-skin-shopby 에 규격 가이드 모달 컴포넌트 grep 0건 · guide-data.ts:90 은 가이드 문서(모달 아님)"
t48:175,t48,in,_workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:60,,huni-mall,상품상세,MALL-PDP,상품 상세(/product/[slug]),고객,주문가능 자재(용지) 목록 모달,build,,,,STD-OPT-058,미착수,"L3/legacy-normalized.json#F-059,IA-059,SCOPE-059 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:60 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A60:K60 || P1판정(260902): huni-skin-shopby 에 「주문가능 자재(용지) 목록 모달」 컴포넌트 grep 0건 · guide-data.ts:161,170 은 가이드 문서"
t48:176,t48,in,,,huni-mall,상품상세,MALL-PDP,상품 상세(/product/[slug]),고객,장바구니 담기(인쇄옵션+파일 동반),integrate,shopby,huni-mall→shopby,huni-mall,STD-ORD-001,완료,https://shopby.huniprinting.co.kr/product/136578124@2026-09-16 21:29
t48:177,t48,in,,,huni-mall,상품탐색,MALL-LANDING,상품군 전용 랜딩(미구현),고객,상품군 전용 랜딩(출력/책자/실사/패키지/굿즈),build,,,,STD-CAT-003,미착수,F-088/SCOPE-088/IA-088 랜딩페이지 5종(종이·제본·캘린더·파우치·스티커) 미착수
t48:178,t48,in,,,huni-mall,상품탐색,MALL-SEARCH,검색 결과(/search),고객,상품명 통합검색,integrate,shopby,huni-mall→shopby,huni-mall,STD-CAT-004,완료,https://shopby.huniprinting.co.kr/search?q=스티커@2026-09-16 21:26
t48:179,t48,in,,,huni-mall,상품탐색,MALL-SEARCH,검색 결과(/search),고객,종이/소재명 기준 검색(아트지·스노우지 등),integrate,shopby,huni-mall→shopby,huni-mall,STD-CAT-005,미착수,SCOPE-154 상품 검색·필터 엔진 PARTIAL
t48:180,t48,in,huni-skin-shopby/src/lib/api/server/catalog.ts:5,,huni-mall,상품탐색,MALL-SHOP,카테고리 목록(/shop · /shop/[categoryNo]),고객,카테고리별 상품 리스팅(정렬·페이징),integrate,shopby,huni-mall→shopby,huni-mall,STD-CAT-002,진행,huni-skin-shopby/src/lib/api/server/catalog.ts:5 · src/components/shop/shop-list.tsx:18-24
t48:181,t48,in,,,huni-mall,상품탐색,MALL-SHOP,카테고리 목록(/shop · /shop/[categoryNo]),고객,품절/판매중지 상품 표시 및 대체 안내,integrate,shopby,huni-mall→shopby,huni-mall,STD-CAT-022,미착수,huni-shopby/01_research/order-to-delivery-contract.md §4.2 OUT_OF_STOCK
t48:182,t48,in,,,huni-mall,상품탐색,MALL-SHOP,카테고리 목록(/shop · /shop/[categoryNo]),고객,목록·검색 시작가를 webadmin `GET /api/w/v1/catalog`(게시 위젯+시작가) 로 이관 — 「10원~」 더미 대체 개발안,integrate,webadmin,huni-mall→webadmin,huni-mall,STD-CAT-043,미착수,SPEC-TAKEOVER-001 spec.md D-2 ① · huni-skin-shopby/src/lib/api/server/catalog.ts(shopby salePrice 사용)
t48:183,t48,in,huni-skin-shopby/docs/api/README.md:16-17,,huni-mall,서버·배포,MALL-REPO,스킨 저장소 문서,관리자,저장소 문서 stale 정비 — docs/api/README 「코드는 아직 backend API 기준」·frontend README 「서버 확정 시 기입」·연동 현황 보고서(9/2) 갱신,build,,,,STD-INF-013,미착수,huni-skin-shopby/docs/api/README.md:16-17 · docs/api/frontend/README.md:5-7 · artifacts/shopby-integration-status-report.md:6(2026-09-02 기준)
t48:184,t48,in,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:78,,huni-mall,서버·배포,MALL-SERVER,스킨 서버 계층(env·프록시·배포·도메인),관리자,Lightsail 컨테이너 서비스 + ECR 레포 `huni-skin` + Secrets Manager `huni/dev/skin-runtime-env` 프로비저닝,config,,,,F4-1,미착수,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:78
t48:185,t48,in,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:79,,huni-mall,서버·배포,MALL-SERVER,스킨 서버 계층(env·프록시·배포·도메인),관리자,`deploy.yml` 스킨판 작성(webadmin 것을 본떠 OIDC→ECR→push-container-image→env 조립→deployment) + 헬스체크 경로 결정(`/` 또는 신설 `/api/health`),build,,,,F4-2,미착수,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:79
t48:186,t48,in,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:80,,huni-mall,서버·배포,MALL-SERVER,스킨 서버 계층(env·프록시·배포·도메인),관리자,env 이관 — `.env.example` 기준 필수: `AUTH_SECRET`·`NEXTAUTH_URL`·`AUTH_GOOGLE/NAVER/KAKAO_ID+SECRET`(6)·`DATABASE_URL`·`PRINTLY_DB_URL`(→webapp)·`PRINTLY_WORKSPACE_I,build,,,,F4-3,미착수,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:80
t48:187,t48,in,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:81,,huni-mall,서버·배포,MALL-SERVER,스킨 서버 계층(env·프록시·배포·도메인),관리자,`DATABASE_URL`(Prisma) 목적지 결정: Lightsail PG `webapp` 로 합칠지 별도 DB 로 갈지 → `migrator` 스테이지 1회 실행(`pgcrypto`·`citext` 확장 필요),build,,,,F4-4,미착수,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:81
t48:188,t48,in,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:82,,huni-mall,서버·배포,MALL-SERVER,스킨 서버 계층(env·프록시·배포·도메인),관리자,DNS `shopby.huniprinting.co.kr` → Lightsail 스킨 + 인증서 · `NEXTAUTH_URL=https://shopby.huniprinting.co.kr` 고정,build,,,,F4-5,미착수,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:82
t48:189,t48,in,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:84,,huni-mall,서버·배포,MALL-SERVER,스킨 서버 계층(env·프록시·배포·도메인),관리자,vercel.app 리다이렉트: 코드에 없음(§1 마지막 행). Vercel 대시보드 리다이렉트·도메인 설정을 PM 이 확인해 이관 여부 결정,config,,,,F4-7,미착수,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:84
t48:190,t48,in,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:85,,huni-mall,서버·배포,MALL-SERVER,스킨 서버 계층(env·프록시·배포·도메인),관리자,Vercel 프로젝트 정지(오픈 테스트 통과 후),config,,,,F4-8,미착수,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:85
